Module,SourceDatabaseName,Name,FacilityType,BillingType,InspectionDate,Type,FollowupInspectionRequired,NextInspection,NumCritical,NumNonCritical,NumRepeat,TotHazardRating
Food,St. Louis EHS Live,St Raymond's Hall,RESTAURANT,Medium Complexity,20140326,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Broadway Oyster Bar,RESTAURANT,High Complexity,20140326,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,D B's Sportsbar,RESTAURANT,High Complexity,20140326,Routine,No,,0,2,1,98
Food,St. Louis EHS Live,The Cedars,COMMISSARY,Medium Complexity,20140326,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Lift For Life Academy,SCHOOL - PREP,High Complexity,20140326,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Cardinals Nations 2nd floor,RESTAURANT,Initial Permit Application,20140326,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,Papa Johns Pizza,RESTAURANT,Low Complexity,20140326,Routine,No,,1,1,0,97
Food,St. Louis EHS Live,Drunken Fish,RESTAURANT,Initial Permit Application,20140326,Consultation,No,,0,0,0,100
Food,St. Louis EHS Live,Cardinals Nations 3rd floor,RESTAURANT,Initial Permit Application,20140326,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,Great Lakes Italian Ice,SNOW CONES,Initial Permit Application,20140326,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,The Royal Pub/Royal Dumpe,RESTAURANT,Medium Complexity,20140326,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Gioia's,RESTAURANT,Medium Complexity,20140326,Routine,No,,1,2,0,96
Food,St. Louis EHS Live,South Hampton Bar & Grill,RESTAURANT,Medium Complexity,20140326,Routine,No,,0,1,1,99
Food,St. Louis EHS Live,Chase Park Plaza Catering (Banquets),RESTAURANT,High Complexity,20140326,Routine,No,,0,2,1,98
Food,St. Louis EHS Live,C C's Depot Dogs,CART - PREP,Medium Complexity,20140326,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Cafe Eau,RESTAURANT,High Complexity,20140326,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Salsaritas,RESTAURANT,Medium Complexity,20140326,Re-inspection,No,,0,1,0,99
Food,St. Louis EHS Live,Sybergs On Market,RESTAURANT,Medium Complexity,20140326,Routine,Yes,31-Mar-14,3,3,0,92
Food,St. Louis EHS Live,Aramark @ Solae -,RESTAURANT,High Complexity,20140326,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pear Tree Inn,RESTAURANT,Medium Complexity,20140326,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sweet Art,RESTAURANT,Medium Complexity,20140326,Routine,Yes,31-Mar-14,1,0,0,97
Food,St. Louis EHS Live,Benedict Joseph Labre Ctr,NURSING HOME,Medium Complexity,20140326,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Parkside Towers,NURSING HOME,High Complexity,20140326,Complaint,No,,0,0,0,100
Food,St. Louis EHS Live,Hollywood Restaurant,RESTAURANT,Medium Complexity,20140326,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Family Dollar Stores #6446,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140326,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Southwest Food Svcs @ Monroe,SCHOOL - PREP,Medium Complexity,20140326,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,White Castle System,RESTAURANT,Medium Complexity,20140326,Routine,No,,0,2,1,98
Food,St. Louis EHS Live,Ameriserve @ Confluence South City Campus,SCHOOL - PREP,Medium Complexity,20140326,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Southwest Food Svc @ Long Middle,SCHOOL - PREP,Medium Complexity,20140326,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,White Castle System #30,RESTAURANT,Medium Complexity,20140326,Routine,No,,1,2,0,96
Food,St. Louis EHS Live,Grenadier Club,TAVERN,Low Complexity,20140326,Routine,No,,0,1,1,99
Food,St. Louis EHS Live,Everyday Circus Baby Elephant,RESTAURANT,Medium Complexity,20140326,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Vito's,RESTAURANT,High Complexity,20140326,Routine,No,,2,0,0,94
Food,St. Louis EHS Live,R C Market,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140326,Routine,Yes,7-Apr-14,2,4,3,90
Food,St. Louis EHS Live,Carr Square Infant & Toddler,DAYCARE CENTER,Low Complexity,20140327,Routine,Yes,1-Apr-14,3,1,0,94
Food,St. Louis EHS Live,Chong Wah,RESTAURANT,Medium Complexity,20140327,Routine,No,,1,4,3,94
Food,St. Louis EHS Live,Saveway Food,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140327,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,King Chop Suey,RESTAURANT,Medium Complexity,20140327,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,F & G Foods,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140327,Routine,No,,0,1,1,99
Food,St. Louis EHS Live,Marsha's Ltd Bar & Grill,RESTAURANT,Medium Complexity,20140327,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Treat America @Slcc,RESTAURANT,High Complexity,20140327,Routine,Yes,1-Apr-14,2,1,0,93
Food,St. Louis EHS Live,Compass @ Kaldis,RESTAURANT,Low Complexity,20140327,Routine,No,,1,2,0,95
Food,St. Louis EHS Live,Compass @ Cafe Tower,RESTAURANT,High Complexity,20140327,Routine,Yes,10-Apr-14,1,2,1,95
Food,St. Louis EHS Live,Compass @ Sedona,RESTAURANT,Medium Complexity,20140327,Routine,No,,2,1,0,93
Food,St. Louis EHS Live,Compass @ Executive Dining,RESTAURANT,Low Complexity,20140327,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sigma Aldrich - LACLEDE,RESTAURANT,Medium Complexity,20140327,Routine,Yes,1-Apr-14,2,0,0,94
Food,St. Louis EHS Live,Southwest Food Svcs @ Stix,SCHOOL - PREP,Medium Complexity,20140327,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Southwest Food Svc @ Adams Elementary,SCHOOL - PREP,Medium Complexity,20140327,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Southwest Food Svcs @ Mullanphy,SCHOOL - PREP,Medium Complexity,20140327,Routine,Yes,1-Apr-14,1,0,0,97
Food,St. Louis EHS Live,Union Chop Suey,CARRYOUT,Medium Complexity,20140327,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Drunken Fish,RESTAURANT,Initial Permit Application,20140327,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,Noel's Knowledge Daycare Ctr,DAYCARE CENTER,High Complexity,20140327,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Lee's Famous Recipe Chicken #5712,RESTAURANT,Medium Complexity,20140327,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dr King Chop Suey,CARRYOUT,High Complexity,20140327,Routine,No,,0,4,1,96
Food,St. Louis EHS Live,Buttons & Bows Pre-School Deve,DAYCARE CENTER,Medium Complexity,20140327,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Imos Pizza,CARRYOUT,Medium Complexity,20140327,Routine,No,,1,0,0,98
Food,St. Louis EHS Live,Buttons And Bows Preschool,DAYCARE CENTER,Medium Complexity,20140327,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scape & Crepes Etc,RESTAURANT,Medium Complexity,20140327,Routine,Yes,31-Mar-14,1,2,0,95
Food,St. Louis EHS Live,Coffee Cartel,RESTAURANT,Low Complexity,20140327,Routine,No,,0,4,0,96
Food,St. Louis EHS Live,Denny's Restaurant,RESTAURANT,Medium Complexity,20140327,Routine,No,,0,2,1,98
Food,St. Louis EHS Live,Chris' Pancake & Dining,RESTAURANT,Medium Complexity,20140327,Routine,No,,0,3,1,97
Food,St. Louis EHS Live,Saveway Food,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140327,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Southwest Food Svc @ Peabody,SCHOOL - PREP,Medium Complexity,20140328,Routine,Yes,30-Apr-14,1,1,0,96
Food,St. Louis EHS Live,J J Fish N Chicken,RESTAURANT,Low Complexity,20140328,Routine,Yes,1-Apr-14,1,2,0,95
Food,St. Louis EHS Live,Soul Peppers,RESTAURANT,High Complexity,20140328,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Imo's Pizza,CARRYOUT,Medium Complexity,20140328,Routine,Yes,1-Apr-14,1,3,1,94
Food,St. Louis EHS Live,Ameriserve @ Confluence Academy Walnut Park Cam,SCHOOL - PREP,Medium Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,City Bistro,RESTAURANT,Medium Complexity,20140328,Routine,No,,0,1,1,99
Food,St. Louis EHS Live,Holy Trinity Serbian Eastern O,CHURCHES,Low Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sidney Street Cafe,RESTAURANT,Medium Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kuresht Petroleum,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140328,Re-inspection,No,,0,1,0,99
Food,St. Louis EHS Live,Young Einsteins Child Care,DAY CARE,Initial Permit Application,20140328,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,Bobo Noodle House,RESTAURANT,Low Complexity,20140328,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Vinnie's,RESTAURANT,Initial Permit Application,20140328,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Starbucks Coffee Co #2362,RESTAURANT,Low Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scape & Crepes Etc,RESTAURANT,Medium Complexity,20140328,Re-inspection,No,,0,1,1,99
Food,St. Louis EHS Live,Froyo,RESTAURANT,Low Complexity,20140328,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Subway Sandwiches & Salads,RESTAURANT,Medium Complexity,20140328,Routine,No,,1,3,1,95
Food,St. Louis EHS Live,Ameriserve @ Conflucence Academies Old North Cam,SCHOOL - PREP,Medium Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pappy's Smokehouse - Banq/Cater Kit,RESTAURANT,Medium Complexity,20140328,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Diablitos,RESTAURANT,Medium Complexity,20140328,Routine,No,,1,2,0,95
Food,St. Louis EHS Live,Trinity Episcopal Church,CHURCHES,Medium Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Chartwell At Fusz Food Court,RESTAURANT,Medium Complexity,20140328,Routine,No,,1,2,0,96
Food,St. Louis EHS Live,Ameriserve @ Conflucence Old North Annex,SCHOOL - PREP,Medium Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dept Of Hospitality Studies,SCHOOL - PREP,Medium Complexity,20140328,Routine,Yes,1-Apr-14,2,0,0,95
Food,St. Louis EHS Live,American Legion Post #15,Temporary,Temporary Food Permit,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Motomart #3356,RESTAURANT,Medium Complexity,20140328,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Oasis Shiaha Lounge,RESTAURANT,Medium Complexity,20140328,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,Nellie Glenns Saloon,RESTAURANT,Medium Complexity,20140328,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,Jack In The Box,RESTAURANT,Medium Complexity,20140328,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,Starbucks Coffee #11760,NON-ALCOHOLIC BEVERAGES,Low Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,You Gotta Eat Here,RESTAURANT,Initial Permit Application,20140328,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,Riverview Motomart,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140328,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Little Caesars,CARRYOUT,Medium Complexity,20140328,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,Knights Of Columbus,Temporary,Temporary Food Permit,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Southwest Food Svcs @ Shenandoah,SCHOOL - PREP,Medium Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Honey,RESTAURANT,Initial Permit Application,20140328,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,Sport Hit Zone,RESTAURANT,Medium Complexity,20140328,Routine,No,,0,3,0,97
Food,St. Louis EHS Live,Jefferson Avenue Bistro,RESTAURANT,Medium Complexity,20140328,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Yogi Adult Day Care,DAY CARE,Medium Complexity,20140328,Routine,No,,1,0,0,97
Food,St. Louis EHS Live,Preferred Family Healthcare,INSTITUTION,Medium Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Family Dollar Stores #2594,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,The Rustic Goat,RESTAURANT,Medium Complexity,20140328,Routine,No,,1,3,2,94
Food,St. Louis EHS Live,Hamburger Marys,RESTAURANT,Medium Complexity,20140328,Re-inspection,No,,0,2,2,98
Food,St. Louis EHS Live,St Alphonsus Rock Church,Temporary,Temporary Food Permit,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Begin New Venture Center,INSTITUTION,Medium Complexity,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kings Steak Fish & Chicken,CARRYOUT,Low Complexity,20140328,Routine,No,,3,2,1,95
Food,St. Louis EHS Live,Sunshine Ministries,INSTITUTION,Medium Complexity,20140328,Routine,Yes,4-Apr-14,2,1,0,94
Food,St. Louis EHS Live,St Patrick Center,INSTITUTION,Medium Complexity,20140328,Routine,No,,1,0,0,97
Food,St. Louis EHS Live,The Best Steak House,RESTAURANT,Medium Complexity,20140328,Routine,Yes,3-Apr-14,1,4,2,94
Food,St. Louis EHS Live,St Mary Magdalen Church,Temp Stands,Temp Stands,20140328,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Papa John's,Temporary,Temporary Food Permit,20140329,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Gateway Science Academy,Temp Stands,Temp Stands,20140329,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Chipotle Mexican Grill,Temporary,Temporary Food Permit,20140330,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,Sybergs On Market,RESTAURANT,Medium Complexity,20140331,Re-inspection,No,,0,3,0,97
Food,St. Louis EHS Live,Joanies Pizzaria,RESTAURANT,Medium Complexity,20140331,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Adso Inc,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140331,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Grace Hill Water Head Start,DAYCARE CENTER,Medium Complexity,20140331,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sal's Beauty Supplies & More,GROCERY - Limited Prep,Grocery Store,20140331,Routine,No,,0,3,0,97
Food,St. Louis EHS Live,Cornerstone Cafe,RESTAURANT,Medium Complexity,20140331,Routine,No,,2,3,1,92
Food,St. Louis EHS Live,Fairgrounds Market,CARRYOUT,Low Complexity,20140331,Routine,Yes,4-Apr-14,1,3,0,94
Food,St. Louis EHS Live,Epiphany Catholic Church Gymna,CHURCHES,Low Complexity,20140331,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pairings A Catering Co,COMMISSARY,Medium Complexity,20140331,Routine,No,,0,1,1,99
Food,St. Louis EHS Live,Pizza A Go Go,RESTAURANT,Low Complexity,20140331,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Thai Pizza Co,RESTAURANT,Medium Complexity,20140331,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Starbucks Coffee #11760,NON-ALCOHOLIC BEVERAGES,Low Complexity,20140331,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Golden Coin House Chop Suey,CARRYOUT,Medium Complexity,20140331,Routine,No,,1,4,1,93
Food,St. Louis EHS Live,The Wine Press,RESTAURANT,Low Complexity,20140331,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Debbies Delights,RESTAURANT,Low Complexity,20140331,Complaint,No,,0,1,0,99
Food,St. Louis EHS Live,The Coronado Ballroom & Nadoz,RESTAURANT,Medium Complexity,20140331,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Target Store T1515,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140331,Recall,No,,0,0,0,100
Food,St. Louis EHS Live,Aldi Inc #19,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140331,Recall,No,,0,0,0,100
Food,St. Louis EHS Live,Bonos Pizzeria,RESTAURANT,Medium Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Carondelet Diner,RESTAURANT,Initial Permit Application,20140401,Opening,No,,1,0,0,97
Food,St. Louis EHS Live,Tin Cup,TAVERN,Low Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Carondelet Diner,RESTAURANT,Medium Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Mr X Inc,RESTAURANT,Medium Complexity,20140401,Routine,Yes,3-Apr-14,2,1,0,94
Food,St. Louis EHS Live,Dept Of Hospitality Studies,SCHOOL - PREP,Medium Complexity,20140401,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Southwest Food Svcs @ Mullanphy,SCHOOL - PREP,Medium Complexity,20140401,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Gift Of Mary,INSTITUTION,Medium Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sweet Art,RESTAURANT,Medium Complexity,20140401,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Treat America @Slcc,RESTAURANT,High Complexity,20140401,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Cafe Osage,RESTAURANT,Medium Complexity,20140401,Routine,No,,1,0,0,98
Food,St. Louis EHS Live,St Louis Cc Fp Store,GROCERY/MEAT/FISH/PRODUCE,Medium Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Happy Chop Suey,CARRYOUT,Medium Complexity,20140401,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Vinh Chop Suey,RESTAURANT,Medium Complexity,20140401,Routine,Yes,3-Apr-14,1,3,0,95
Food,St. Louis EHS Live,Imo's Pizza,CARRYOUT,Medium Complexity,20140401,Re-inspection,No,,0,1,0,99
Food,St. Louis EHS Live,Rosati Group Home,INSTITUTION,Medium Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,The Island Frozen Yogurt,RESTAURANT,Low Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Molly's Restaurant,RESTAURANT,Medium Complexity,20140401,Routine,No,,0,1,1,99
Food,St. Louis EHS Live,Truemans Place,RESTAURANT,High Complexity,20140401,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Gus Pretzel Shop,CARRYOUT,Medium Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Morgan Street Brewery,RESTAURANT,High Complexity,20140401,Routine,No,,1,3,1,94
Food,St. Louis EHS Live,Big Daddy's On The Landing,RESTAURANT,Medium Complexity,20140401,Routine,No,,1,2,1,95
Food,St. Louis EHS Live,Show-Me's On The Landing,RESTAURANT,High Complexity,20140401,Routine,Yes,3-Apr-14,2,0,0,95
Food,St. Louis EHS Live,Taco Bell #029638,RESTAURANT,Medium Complexity,20140401,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Pin-Up Bowl,RESTAURANT,Low Complexity,20140401,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Nora's,CARRYOUT,Low Complexity,20140401,Routine,Yes,3-Apr-14,2,4,1,91
Food,St. Louis EHS Live,Bittersweet Artisan Truffles @ Mt Tabor UCC,CATERER,Initial Permit Application,20140401,Opening,Yes,1-May-14,0,0,0,100
Food,St. Louis EHS Live,The London Tea Room,RESTAURANT,Initial Permit Application,20140401,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Ameriserve @Confluence Academy,SCHOOL - PREP,Medium Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Europa Market Import Foods,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140401,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Virginia Market,GROCERY - Limited Prep,Grocery Store,20140401,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,German Cultural Society,RESTAURANT,Low Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Cilio Sales Food Cart Ii,CART - PREP,Low Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,The London Tea Room,RESTAURANT,Initial Permit Application,20140401,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Save A Lot,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,St Louis Catholic Academy,SCHOOL - PREP,High Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Spring Manor,RESTAURANT,Medium Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Burger King,RESTAURANT,Medium Complexity,20140401,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Hurns Lounge,TAVERN,Low Complexity,20140402,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,West Florissant Chop Suey,CARRYOUT,Medium Complexity,20140402,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Reds Bar-B-Que Fish And Chicken,CARRYOUT,Medium Complexity,20140402,Complaint,No,,0,1,0,99
Food,St. Louis EHS Live,Six Stars Market,CARRYOUT,Low Complexity,20140402,Routine,Yes,4-Apr-14,2,4,1,90
Food,St. Louis EHS Live,J J Fish N Chicken,RESTAURANT,Low Complexity,20140402,Re-inspection,No,,0,2,0,98
Food,St. Louis EHS Live,Veasley Tender Loving Care Day,DAYCARE CENTER,Medium Complexity,20140402,Routine,Yes,2-May-14,1,1,0,96
Food,St. Louis EHS Live,Six Stars Market,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140402,Routine,No,,0,3,0,97
Food,St. Louis EHS Live,Hardee's Restaurant #1501105,RESTAURANT,Medium Complexity,20140402,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Charlie Gitto's Pasta House,RESTAURANT,High Complexity,20140402,Routine,No,,1,2,1,96
Food,St. Louis EHS Live,Tortilla Grille,RESTAURANT,Medium Complexity,20140402,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Chinese Wok,CARRYOUT,High Complexity,20140402,Routine,No,,0,3,2,97
Food,St. Louis EHS Live,The Mahogany Grille,RESTAURANT,High Complexity,20140402,Routine,No,,1,0,1,97
Food,St. Louis EHS Live,Caleco's Bar & Grill,RESTAURANT,High Complexity,20140402,Routine,No,,0,5,2,95
Food,St. Louis EHS Live,Mike Shannon S Steaks & Seafood,RESTAURANT,High Complexity,20140402,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Elite Cuisine,RESTAURANT,Medium Complexity,20140402,Routine,No,,1,1,0,97
Food,St. Louis EHS Live,2 Schae Cafe,RESTAURANT,Low Complexity,20140402,Routine,Yes,4-Apr-14,1,0,0,97
Food,St. Louis EHS Live,Washington University Family Learning Ctr,DAYCARE CENTER,Medium Complexity,20140402,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Southwest Diner,RESTAURANT,Medium Complexity,20140402,Routine,No,,0,2,0,98
Food,St. Louis EHS Live,Buttery Restaurant,RESTAURANT,Medium Complexity,20140402,Complaint,Yes,4-Apr-14,2,1,0,93
Food,St. Louis EHS Live,Baida Restaurant,RESTAURANT,Medium Complexity,20140402,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Melt on Cherokee,RESTAURANT,Medium Complexity,20140402,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Southwest Food Svc @ Academy of Environmental Scie,SCHOOL - PREP,Medium Complexity,20140402,Routine,Yes,9-Apr-14,0,1,0,99
Food,St. Louis EHS Live,Park Avenue Coffee,RESTAURANT,Initial Permit Application,20140402,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,Shaw 39Th Street Market,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140402,Routine,No,,0,2,1,98
Food,St. Louis EHS Live,Shaw's 39Th Street Market,CARRYOUT,Low Complexity,20140402,Routine,No,,0,3,0,97
Food,St. Louis EHS Live,Glendale Brewing Company,TAVERN,Low Complexity,20140402,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Southwest Food Svc @ Woodward,SCHOOL - PREP,Medium Complexity,20140402,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,Bud Light Zone Club Kitchen,RESTAURANT,Medium Complexity,20140403,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Scottrade Ctr Vendor Commissary #2,COMMISSARY,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scotttrade Ctr Top Shelf/Nathan's,CARRYOUT,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Blue Note Lounge 2nd Floor,TAVERN,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Nut Hut 1,CARRYOUT,Low Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scottrade Ctr Stand #322,CARRYOUT,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Highside Pantry #2,CARRYOUT,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scottrade Ctr Stand #111,CARRYOUT,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scottrade Ctr Press Lounge,CARRYOUT,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scottrade Ctr Vendor Commissary #1,COMMISSARY,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Oasis Shiaha Lounge,RESTAURANT,Medium Complexity,20140403,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,Mr X Inc,RESTAURANT,Medium Complexity,20140403,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Scottrade Ctr Penthouse Pantry,CARRYOUT,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pile Up Dog & Drink #315,CARRYOUT,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scottrade Ctr #121&124,CARRYOUT,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scottrade Ctr Main Commissary,COMMISSARY,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,St Louis Specialty Brats,CART - PREP,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scottrade Ctr South Food Court #102-04,CARRYOUT,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,St Louis Specialty Brats II,CART - PREP,Medium Complexity,20140403,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Three Flags Tavern,RESTAURANT,Initial Permit Application,20140403,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Show-Me's On The Landing,RESTAURANT,High Complexity,20140403,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Hannegan's Restaurant & Pub,RESTAURANT,High Complexity,20140403,Routine,No,,1,3,1,94
Food,St. Louis EHS Live,Little Saints Child Devel Ctr,DAYCARE CENTER,Medium Complexity,20140403,Routine,No,,0,0,0,100
